"1","Fantasy","0","Advanced Dungeons &amp; Dragons (1979)","rpg_add.php","Game Choice",,"0"
"2","Fantasy","0","Dungeons &amp; Dragons (1981)","rpg_bdd.php","Game Choice",,"0"
"3","Fantasy","0","Basic Fantasy Role-Playing Game","rpg_bfrpg.php","Game Choice",,"0"
"4","Other","0","Broken Urthe","rpg_urthe.php","Game Choice",,"0"
"5","Other","0","Gamma World (1978)","rpg_gamma.php","Game Choice",,"0"
"6","Fantasy","0","Labyrinth Lord","rpg_lablord.php","Game Choice",,"0"
"7","Other","0","Metamorphosis Alpha (1976)","rpg_meta.php","Game Choice",,"0"
"8","Other","0","Millenniums &amp; Mutations","rpg_millen.php","Game Choice",,"0"
"9","Other","0","Mutant Future","rpg_mutfut.php","Game Choice",,"0"
"10","Other","0","Necropalyx","rpg_necro.php","Game Choice",,"0"
"11","Fantasy","0","OSRIC","rpg_osric.php","Game Choice",,"0"
"12","Other","0","Space Ryft","rpg_ryft.php","Game Choice",,"0"
"13","Fantasy","0","Swords &amp; Wizardry","rpg_sandw.php","Game Choice",,"0"
"14","Fantasy","0","Tunnels &amp Trolls 5th Edition","rpg_tt5e.php","Game Choice",,"0"
"15","Fantasy","0","Tunnels &amp Trolls 7th Edition","rpg_tt7e.php","Game Choice",,"0"
"16",,"0","Footprints Magazine","http://www.dragonsfoot.org/ft/","Links",,"0"
"17",,"0","Roll for Initiative Podcast","http://rfipodcast.com/show/","Links",,"0"
"18",,"0","Save or Die Podcast","http://saveordie.info/","Links",,"0"
"19",,"0","&amp; Magazine","http://www.and-mag.com/","Links",,"0"
"20",,"0","Broken Urthe","game_urthe.php","Free Game",,"0"
"22",,"0","Necropalyx","game_necro.php","Free Game",,"0"
"23",,"0","Ruins &amp; Riches","game_ruins.php","Free Game",,"0"
"24",,"0","Space Ryft","game_ryft.php","Free Game",,"0"
"25",,"0","Millenniums &amp; Mutations","game_mm.php","Free Game",,"0"
"26",,"0","Star Wars Galactic Adventures","game_swga.php","Free Game",,"0"
"27",,"0","Wizardry &amp; Warriors","game_ww.php","Free Game",,"0"
"28",,"0","Basic Fantasy Role-Playing Game","http://basicfantasy.org/main.html","Links",,"0"
"29",,"0","Dragonsfoot","http://www.dragonsfoot.org/","Links",,"0"
"30",,"0","Flying Buffalo Inc.","http://www.flyingbuffalo.com/tandt.htm","Links",,"0"
"31",,"0","Goblinoid Games","http://www.goblinoidgames.com/","Links",,"0"
"32",,"0","Gratis Games","http://www.gratisgames.webspace.virginmedia.com/","Links",,"0"
"33",,"0","OSRIC","http://www.knights-n-knaves.com/osric/","Links",,"0"
"34",,"0","Mythmere Games","http://www.swordsandwizardry.com/","Links",,"0"
"35",,"0","RPG Free List","https://sites.google.com/site/rpgfreelist/","Links",,"0"
"36",,"0","Fantasy","rpg_fantasy.php","Genres",,"0"
"37",,"0","Survival Horror","rpg_horror.php","Genres",,"0"
"38",,"0","Science-Fiction","rpg_scifi.php","Genres",,"0"
"39",,"0","Post-Apocalyptic","rpg_apoc.php","Genres",,"0"
"40",,"0","Alchemy Ingredients","alchemy_ingredients.pdf","Supplements","x1x2x3x6x11x13x14x15x36x147x165x173x","0"
"41",,"0","Character Sheet","fantasy_chsheet.pdf","Supplements","x11x1x","0"
"42",,"0","Follower Sheet","fantasy_fsheet.pdf","Supplements","x11x1x","0"
"43",,"0","Character Sheet","tt_character_sheet_5.pdf","Supplements","x14x","0"
"44",,"0","Character Sheet","tt_character_sheet_7.pdf","Supplements","x15x","0"
"45",,"0","Dragons, the Bits &amp; Pieces","dragon_bits_pieces.pdf","Supplements","x1x2x3x6x11x13x36x","0"
"46",,"0","Dragons, the Bits &amp; Pieces","dragon_bits_pieces_tt.pdf","Supplements","x14x15x147x173x","0"
"47",,"0","Fantasy Classes","specialties.pdf","Supplements","x1x11x36x","0"
"48",,"0","Gladiator (Class)-BY-Nick Cyronek","non/Gladiator.pdf","Non","x11x1x","0"
"49",,"0","Fantasy Combat Rules","combat_rules.pdf","Supplements","x1x2x3x6x11x13x36x","0"
"50",,"0","Fantasy Equipment List","equipment_list.pdf","Supplements","x1x2x3x6x11x13x36x","0"
"51",,"0","Magestykc Equipment List","magestykc_equipment.pdf","Supplements","x14x15x147x","0"
"52",,"0","Fantasy Races","fantasy_player_races.pdf","Supplements","x1x11x36x","0"
"53",,"0","Fantasy Race, Gnome","LL_Basic_Gnome.pdf","Supplements","x6x","0"
"54",,"0","Fantasy Race, Minotaur","bx_minotaur.pdf","Supplements","x2x","0"
"55",,"0","Game Master Screen-BY-Michael Shorten","OSRIC_RefereeScreenCharts.pdf","Non","x11x","0"
"56",,"0","Hyborian Names","hyborian_names.pdf","Supplements","x1x2x3x6x11x13x14x15x36x147x165x173x","0"
"57",,"0","Pick Pocket List","pick_pocket.pdf","Supplements","x1x2x3x6x11x13x14x15x36x147x173x","0"
"58",,"0","Technology &amp; Trolls","tech_and_trolls.pdf","Supplements","x1x2x3x6x11x13x36x","0"
"59",,"0","Time Tracking Sheet","time_tracking.pdf","Supplements","x1x2x3x6x11x13x14x15x36x147x165x173x","0"
"60",,"0","Wasteland Junk","wasteland_garbage.pdf","Supplements","x4x5x8x9x10x37x39x","0"
"61",,"0","Weapons &amp; Armor","bx_wep_arm.pdf","Supplements","x2x","0"
"62",,"0","Wizards &amp; Wastelands","wizards_and_wastelands.pdf","Supplements","x9x","0"
"63",,"0","Random Listings","tool_data.php","Generators","xDATAx","0"
"68",,"0","Advanced Dungeons &amp; Dragons (1979)","data_add.txt","Data Files",,"0"
